subset_id,subset_label,Zone,n,n_wells,RMSE,MAE,MedAE,R2,RMSLE,RMSE_log,MAE_log,R2_log
640,budget_wireline_only,2,1,1,18.663371059451713,18.663371059451713,18.663371059451713,,0.860665455980574,0.860665455980574,0.860665455980574,
640,budget_wireline_only,3,44,5,40.45261398863265,20.2360676860407,3.0870789411131945,-0.23816061585307913,0.9992974760331519,0.9992974760331519,0.7388846910679487,-0.3472319239280719
640,budget_wireline_only,4,507,7,327.77925918299076,159.29702697575635,42.12129209662123,-0.05180317221506403,0.7242669306619509,0.7242669306619509,0.5922447905869095,0.4740164697467705
640,budget_wireline_only,5,806,7,80.3227480993375,31.9614413179617,4.590674552758714,0.023834674853389304,0.6886258292803925,0.6886258292803925,0.5266387140206197,0.4224109112484784
640,budget_wireline_only,6,531,7,271.35946600743546,67.2004214378633,1.6446564615760897,-0.0257117556014832,0.941108723442304,0.941108723442304,0.783600816993002,0.43949718338791444
640,budget_wireline_only,7,281,6,8.144957976427857,2.382464277603303,0.23435177166007026,0.09297559751085194,0.8597417792398612,0.8597417792398612,0.7044666289719014,0.13521853566295083
640,budget_wireline_only,8,102,4,46.22104642781113,13.689790271687448,0.20524546837106283,-0.02711890901339742,0.9496691654417402,0.9496691654417402,0.8252169067010826,0.35265775970323987
640,budget_wireline_only,9,12,3,0.17428875731369903,0.13296811282153784,0.11883124851501685,-0.09224041455718779,0.44153798393863647,0.44153798393863647,0.3918104925075491,-0.411842184087579
4096,cpor_sm_only_baseline,2,1,1,1.448355613825779,1.448355613825779,1.448355613825779,,0.02812706241273699,0.02812706241273699,0.02812706241273699,
4096,cpor_sm_only_baseline,3,44,5,36.03720442007406,18.86600837732105,6.229154747269401,0.017379112795065543,0.7250356656532796,0.7250356656532796,0.626383011410928,0.290795429511318
4096,cpor_sm_only_baseline,4,507,7,316.42882615795384,151.02306454203875,33.12959452907258,0.01977986797559117,0.6045536218140442,0.6045536218140442,0.5041121467484372,0.6335248866020431
4096,cpor_sm_only_baseline,5,806,7,84.30054771013424,33.31696664251875,3.9660184079793317,-0.07524406003583994,0.6913928384762927,0.6913928384762927,0.5293026295667624,0.4177598942442271
4096,cpor_sm_only_baseline,6,531,7,269.3762994120098,65.54755912245558,1.5268259246656544,-0.010774195169960699,0.8410845163934049,0.8410845163934049,0.6914772146004614,0.5523099137380261
4096,cpor_sm_only_baseline,7,281,6,7.135808913345956,2.075490515986369,0.171284177547391,0.30381013107145616,0.7086834183350694,0.7086834183350694,0.5803000124729916,0.4124093839617543
4096,cpor_sm_only_baseline,8,102,4,45.131097759429224,13.153422424374963,0.05110387438706495,0.02075137102149971,0.7356214003523723,0.7356214003523723,0.5547609134527658,0.6115832213672185
4096,cpor_sm_only_baseline,9,12,3,0.17656082310865864,0.11142729051675677,0.0814234279283345,-0.12090339586207399,0.3871336120824523,0.3871336120824523,0.3326479889765477,-0.08535490341583496
4550,best_performer,2,1,1,4.8442379077620465,4.8442379077620465,4.8442379077620465,,0.11001761723058934,0.11001761723058934,0.11001761723058934,
4550,best_performer,3,44,5,35.56996119329996,19.809594478671066,7.206501704767655,0.04269442589276007,0.804624511883831,0.804624511883831,0.7002404243115404,0.12654748099440094
4550,best_performer,4,507,7,306.80044412767313,145.27658572343228,32.110524176374994,0.0785251094451822,0.5689885086540779,0.5689885086540779,0.47685572631503,0.6753751035433376
4550,best_performer,5,806,7,80.19974811505385,31.802703417219703,5.733771103552456,0.02682203250401216,0.5987634260070119,0.5987634260070119,0.4738213784175251,0.5633204109321631
4550,best_performer,6,531,7,265.82295734796946,63.50649585964666,1.2171958501985534,0.015716167234297362,0.705066576652512,0.705066576652512,0.5658345829384982,0.6854001896308546
4550,best_performer,7,281,6,7.779038870037343,2.2483653299704467,0.2351071826169037,0.17264259417281347,0.7645079249635623,0.7645079249635623,0.6382393748527486,0.31619181928558726
4550,best_performer,8,102,4,44.40686692393685,12.835609774303776,0.06316160747578833,0.05192773099625747,0.6963490243219256,0.6963490243219256,0.5574108698169195,0.6519487363680229
4550,best_performer,9,12,3,0.17280045083797785,0.1135731383682992,0.08960919003017395,-0.07366609224860388,0.388658185055581,0.388658185055581,0.3398621435866667,-0.09392021987086441
8191,full_feature_baseline,2,1,1,7.706046041217874,7.706046041217874,7.706046041217874,,0.19110633323175685,0.19110633323175685,0.19110633323175685,
8191,full_feature_baseline,3,44,5,38.746202347162246,20.590809705735463,8.891167805321215,-0.1359052042649429,0.8031302733169273,0.8031302733169273,0.6835715917013775,0.12978858178437136
8191,full_feature_baseline,4,507,7,309.0371234574819,146.64880820612396,32.78171897742953,0.06504040474756767,0.5869299113228607,0.5869299113228607,0.4890087721945522,0.6545801281358613
8191,full_feature_baseline,5,806,7,77.36037963654874,31.39469514217435,6.499350485410335,0.09451044683148813,0.5983992459451435,0.5983992459451435,0.47653303237680783,0.563851444159051
8191,full_feature_baseline,6,531,7,266.1727798126268,64.25398157007189,1.159857511084863,0.013123831606344671,0.7432275181530923,0.7432275181530923,0.5993918931072475,0.6504238753906657
8191,full_feature_baseline,7,281,6,7.49218915757736,2.1995090133045267,0.276801125318827,0.2325347100918701,0.806913051023373,0.806913051023373,0.6639845810099799,0.23823013495103185
8191,full_feature_baseline,8,102,4,45.280513011029996,13.05536401099484,0.06343153022333856,0.014256652784332413,0.6763290397804939,0.6763290397804939,0.5170539703381051,0.6716739494484489
8191,full_feature_baseline,9,12,3,0.17125957868378885,0.10890050028992021,0.06657292802447806,-0.054603571716277166,0.3599452590614656,0.3599452590614656,0.32110213527695836,0.06174059001791654
